gene,lfc,q
APAF1,0.255029065,0.014020711
TCEA1,0.25510371,0.024418623
NFKB1,0.255174192,0.022349586
PCID2,0.25521365,0.002131269
RIT1,0.255424717,0.026536227
DCLRE1A,0.255875789,0.033962698
HIBADH,0.256073315,0.001499597
PPP1R15B,0.256325663,0.008411222
CREB1,0.256754386,0.014486721
SYNCRIP,0.257135899,0.002591816
SERP1,0.257259291,0.010718369
MYL12B,0.25759494,0.048939273
MRPL44,0.257624793,0.003624609
METTL4,0.257902494,0.012917982
SPCS2,0.258065214,0.021153828
BANP,0.258126683,0.038555602
CWC27,0.258240306,0.000916341
PGRMC2,0.258364095,0.008681761
C3orf38,0.258591484,0.015494012
RACK1,0.258686475,0.033796676
PTBP3,0.258817168,0.026231412
HPS3,0.2590282,0.017375217
DDX5,0.259195549,0.013978742
PTPN21,0.259503067,0.037340749
ZNF267,0.259631871,0.023623381
RPL4,0.259631902,0.016021546
ZFX,0.259882072,0.038068398
SRSF1,0.259950422,0.001730804
FAM117B,0.260545608,0.028513576
HAT1,0.260888751,0.030169174
PEX11A,0.261114122,0.039880661
USP38,0.261425142,0.024519397
WNK3,0.261997487,0.006648425
RND2,0.262113717,0.021361353
CCAR1,0.262877806,0.002748079
HERC4,0.262939642,0.00577895
THUMPD2,0.263076411,0.042201123
RIOK2,0.263186066,6.53E-05
RWDD1,0.263554022,0.025031543
CCDC174,0.264226187,0.010268868
WDR45,0.264665349,0.004915089
EPC2,0.264804916,0.022591744
PATJ,0.264881182,0.014987237
BIRC2,0.265157332,0.014747621
HDAC8,0.265493035,0.012344996
ERO1B,0.265638318,0.02293626
MBNL1,0.265723775,0.001807687
DDX59,0.266149378,0.017384337
HNRNPA2B1,0.266477744,0.006905359
PCF11,0.266697426,0.030805308
PABPC1,0.266708216,0.020369007
KDM5A,0.267725455,0.048278244
TBC1D4,0.267781367,0.048682029
CHUK,0.268092558,0.019610279
ATIC,0.268631649,0.002012103
TAPT1,0.268701635,0.000929686
GOLPH3L,0.268867707,0.00285848
SELENOK,0.269148664,0.027607153
MTRF1L,0.269287064,0.010036283
ARL14EP,0.269326831,0.026550411
ACVR1,0.26934865,0.008094164
RRN3,0.269397921,0.001366992
PLEKHA3,0.269584295,0.01580759
C16orf72,0.269872137,0.005617418
SELENOF,0.269946072,0.016653726
HERPUD2,0.270501274,0.0005233
DBF4,0.270901058,0.030273769
PMPCB,0.271312294,0.001074055
KTN1,0.271357171,0.021409468
MAP3K7,0.271650084,0.009935818
PTGR2,0.271686304,0.036464632
CACYBP,0.271730213,0.030784997
MRPL18,0.271792586,0.007458395
TBC1D2B,0.272416861,0.03207083
DNAJC3,0.272572082,0.02902268
CDV3,0.272734435,0.002508564
MMUT,0.273253917,0.001902931
GOLM1,0.273573894,0.008578136
ZC3H11A,0.273717722,0.039218907
WAPL,0.27387094,0.007104732
NOL11,0.274220744,0.006625954
LOC101927151,0.274356005,0.01465959
STARD7,0.27456836,0.003156689
ATP6V1G1,0.27472346,0.023364938
NCOA3,0.27530658,0.011736773
H3-3A,0.275871294,0.021948101
ZFC3H1,0.276070898,0.035205984
BBS2,0.27612581,0.022252993
GNAI3,0.276237045,0.005586971
IER2,0.276487476,0.030489562
PLPP5,0.276632125,0.008465862
ST7,0.277427061,0.00324083
ZNF92,0.277810561,0.013713254
NUDT9,0.277819587,0.000304423
MAP3K2,0.277835964,0.03656825
COA8,0.277961761,0.034318247
SCML2,0.278387671,0.047697424
ZNF582,0.278964346,0.002295668
FAM13A,0.279010518,0.048571052
SYS1,0.279108664,0.010682839
PRPF39,0.279555453,0.042834258
SNAPC1,0.280060967,0.024792313
NOL8,0.280067534,0.007560132
CWC22,0.280178675,0.001207402
TUBD1,0.280467242,0.012467498
HIF1A,0.280493803,0.02763818
ARPC3,0.280611059,0.032844415
FBXO17,0.281650666,0.043228934
CDKN1B,0.282098561,0.026534988
C1GALT1C1,0.282454708,0.011413521
DISC1,0.282538178,0.032460267
CEP70,0.282693397,0.001532746
TTI2,0.282829154,0.000963214
ZBTB34,0.283238043,0.037295916
ARGLU1,0.283346286,0.021291562
FER,0.283643417,0.030686169
MIOS,0.283677113,0.000100278
QSER1,0.283783235,0.049220767
PAPOLG,0.28405625,0.00060969
CGRRF1,0.284411932,0.005870229
LARP4,0.284555715,0.009127382
STIP1,0.284983497,0.012614462
BRI3,0.285315251,0.033763437
CNOT6,0.285438945,0.008046612
EIF2B2,0.285813768,8.06E-05
MPHOSPH6,0.285863887,0.008681926
MTIF3,0.28602063,0.018838608
VPS54,0.286347945,0.024071162
RPL14,0.287168188,0.01669583
DDX3X,0.28720227,0.008352071
ZCCHC10,0.287281482,0.017963972
GSPT1,0.287601141,5.91E-06
SRP14,0.287698904,0.004182815
ELK4,0.288341808,0.029734453
APPL2,0.2887298,0.03255945
LTA4H,0.288752866,0.000103572
C5orf24,0.289059642,0.034949878
TMEM263,0.289089482,0.024365617
SNRNP27,0.289675725,0.004107285
WAC,0.289684657,0.001225169
MBD2,0.29051717,1.83E-05
HEXIM1,0.291424203,0.00727302
LINC01011,0.291774189,0.011829076
PCBP2,0.291895109,0.001136391
SPAG1,0.292230123,0.049674366
ERCC5,0.292527992,0.041724321
TCAIM,0.292644341,0.000848582
NIN,0.2931875,0.007121645
RAI2,0.293380593,0.027097931
LRCH1,0.294608835,0.01267356
LINC02724,0.295176145,0.047108659
DHRS4,0.295584595,0.037968741
CYSTM1,0.295630609,0.044106048
KDM3A,0.29605079,0.003800303
SRSF10,0.296425044,0.003867311
CIAO2A,0.296427706,0.043561756
FANCI,0.296559528,0.012326192
TRIM13,0.296643779,0.000963994
FIGN,0.29669354,0.039624467
SENP3,0.29691591,0.006221973
RAB28,0.29754415,0.011541881
IDH1,0.297832557,0.005250368
NUP160,0.297934903,0.044899342
FNIP2,0.298381133,0.010661218
AFTPH,0.299070276,0.015668775
LSM10,0.299475752,0.015069591
FAM210B,0.299494754,0.000384007
MED23,0.299789311,0.012097387
FAM133B,0.300740668,0.011162153
LINC01409,0.300831548,0.04572295
DYRK3,0.301077419,0.0456692
SVBP,0.301099074,0.02220185
RPL36AL,0.30118486,0.049787172
GRK5,0.30133445,0.038962871
PTRHD1,0.301344086,0.017102251
HECA,0.301463054,0.01599465
DNAJC2,0.30175056,8.19E-05
RPS7,0.301828549,0.008884674
NR3C2,0.301925807,0.007578937
ZNF148,0.302123705,0.006374998
CTBP2,0.302155563,0.003762445
RFC4,0.30227955,0.005671975
PLPP1,0.302445974,0.006225326
SYCP2,0.302993096,0.027944416
TMEM267,0.30316217,0.013145895
URB1-AS1,0.303228929,0.046900818
UBXN2A,0.303353338,0.001578814
SPPL2A,0.303435305,0.029718301
ZNF616,0.303829999,0.004616469
POLA1,0.30401884,0.021746319
ZBTB38,0.304190055,0.007421071
GPN3,0.304280316,0.010255957
INTS6,0.304306253,0.000334228
LIN7C,0.304709323,0.039353995
TRPM7,0.305373731,0.00617957
DOCK7,0.305485165,0.049274007
RYK,0.305901036,0.003048835
WBP1L,0.306105548,0.001524424
FXR1,0.306630921,0.001184419
ZCRB1,0.30665633,0.01957567
PCGF5,0.306992272,0.015263101
GOLGB1,0.307284366,0.003771369
PEX2,0.307415596,0.003070736
AIDA,0.30772009,0.017452008
GRN,0.308046329,0.032947084
MAPRE1,0.308148404,0.037020439
CCDC59,0.308358138,0.006118255
ALDH3A2,0.308891077,0.007200916
CWC15,0.308992463,0.002486575
TMEM218,0.309042827,0.033257241
ARL5A,0.309076431,0.041686661
RPL27A,0.309759646,0.038932239
MAP3K5,0.310336146,0.029751282
PI4K2B,0.310357477,0.026616579
HNRNPH3,0.310457477,0.001705638
RPL26,0.310740622,0.020152965
HSPD1,0.310776903,0.001366797
RPS4X,0.31118634,0.012015508
TBC1D15,0.31165522,0.003930638
POU3F3,0.31167961,0.032021683
CABYR,0.312946551,0.049887715
FANCE,0.313041323,0.047661948
MFHAS1,0.313211127,0.017734949
TMPO,0.313250343,0.001255679
IL6ST,0.313544504,0.031122419
GPX1,0.313553953,0.029922301
HNRNPF,0.313785144,0.03356026
KATNA1,0.314045371,0.041094857
ING2,0.314046613,0.019207655
AUP1,0.314072048,0.043947235
ASXL2,0.314848474,0.012017915
ZNF614,0.315502029,0.01931208
RUFY1,0.315628372,0.002182929
CRIM1,0.316322631,0.039829299
RWDD4,0.316753003,0.005310122
UBR5,0.316806238,0.002351139
ATF4,0.316847612,0.013622089
ZNF644,0.316884497,0.015814718
RAB24,0.316986977,0.021176563
KCTD6,0.317325106,0.000801553
MLLT3,0.317515349,0.000273766
RPL21,0.317788709,0.049373328
RPL30,0.318447261,0.036464632
CEP19,0.319155873,0.034212046
ZNF254,0.319624773,0.008367531
SMCHD1,0.319761323,0.014469533
MORC3,0.319869624,0.00403516
C2CD2,0.320245559,0.034317416
ZEB1-AS1,0.320256333,0.0272061
CDK2AP1,0.320392055,0.018768278
PRXL2A,0.320879575,0.009752511
FBXL3,0.32119275,0.002876133
RPL7,0.321204706,0.005793677
DNAJC1,0.321889826,0.028191205
CEP120,0.322112148,0.016036762
PHF10,0.322385362,0.006415293
GOLGA4,0.32266994,0.01834544
GDF9,0.322784607,0.024849147
LSM8,0.322882472,0.011685699
PPM1D,0.323193164,0.030498832
SP3,0.323509925,0.003917776
ARID2,0.323834369,0.025361511
SPOP,0.324245329,0.000100731
CDKN2AIP,0.324990395,0.001300832
HS6ST1,0.325581505,0.008944525
RPL5,0.325590606,0.001182291
TYW3,0.325720432,0.003825006
ZNF558,0.326048316,0.006667791
C2orf49,0.326230587,0.000932773
PCDHB4,0.32661087,0.033257241
CTDSPL,0.326737978,0.003667967
DERA,0.327212222,0.014951988
SERPINE2,0.327270257,0.037879069
ICE2,0.327484079,0.012015046
RPL6,0.327846164,0.00409693
LRRC58,0.327913028,0.017580208
RAVER2,0.328340314,0.031656898
ZNF438,0.328348012,0.002883516
TMEM245,0.328429634,0.00081211
MEX3C,0.328655127,0.002800816
WNT5B,0.328679043,0.047093642
ITM2B,0.329411328,0.001959398
CD63,0.329468651,0.021846547
ZDHHC2,0.329590966,0.030692006
ISOC1,0.330096327,0.043386547
NDUFAF2,0.33060035,0.017792868
SNX2,0.330870357,0.001043153
FAM118B,0.331022198,0.00018851
ZMPSTE24,0.331207674,6.86E-05
C12orf29,0.331267164,0.015797322
USP47,0.331461368,0.000445921
INTS12,0.331466448,7.18E-07
CD164,0.331505663,0.017264348
TIAL1,0.331714651,0.009451719
ARNTL,0.33183772,0.008317063
SLC3A2,0.332296558,0.006515566
MTRES1,0.332342177,0.009124568
HP1BP3,0.332837738,0.003882467
SS18L2,0.332933239,0.036548826
SMIM30,0.332947049,0.033488718
CHMP4A,0.333007496,0.024911797
PSPH,0.333221979,0.00188227
ID2,0.333544707,0.032724025
FAM171B,0.333697067,0.045794547
RPN2,0.334002201,9.09E-06
PEX12,0.334324996,0.003256358
UFD1,0.334715059,0.008451448
ST6GAL1,0.334966519,0.031712867
SAP30,0.334979248,0.021069636
PDS5A,0.33498029,1.51E-05
KPNA5,0.335036347,0.015511055
PCMTD1,0.33513501,0.001472545
ZNF630,0.335468787,0.036185383
MTERF1,0.335478983,0.003830224
SGMS1,0.335958169,0.033917477
SMPDL3A,0.336138995,0.012577333
KIF5B,0.336466416,0.039399636
EEF1A1,0.337195899,0.00275947
ZNF518B,0.337652454,0.001766564
EPC1,0.337737286,0.001272243
RANBP2,0.337836045,0.006967687
RPS13,0.338316858,0.019858444
BUD31,0.338501252,0.007043376
CNST,0.338699874,0.048746507
CBWD2,0.339224062,0.023620169
PCGF1,0.339250825,0.001405472
HNRNPH1,0.339639328,0.00195029
ZMYND8,0.339855209,0.000932773
IL27RA,0.339916621,0.026231412
SNRPG,0.339939947,0.010043483
ACAP2,0.34061777,0.028997569
CDH2,0.340846167,0.000792256
CNOT6L,0.341028433,0.002392673
SMNDC1,0.341273771,6.14E-05
GAREM1,0.341871529,0.006998506
ECI2,0.342065125,0.01669583
CIBAR1,0.342335342,0.006291711
TRAM2,0.342777065,0.014252997
ZNF571,0.342823747,0.01114815
HSPBAP1,0.3430573,0.016646411
DAD1,0.343281375,0.011140477
RNF7,0.343537848,0.000686693
TMEM87B,0.343643573,0.001371465
MOSPD1,0.343660836,0.010546611
SLC41A1,0.343989047,0.010686422
NTAN1,0.34401736,0.000745205
INTS8,0.344254082,0.000199498
TAF3,0.344360176,0.000193944
SF3B6,0.344571272,0.016494913
RPL11,0.344818894,0.022774461
SLAIN2,0.345028214,3.66E-05
TMEM39A,0.345839609,0.023364938
CAAP1,0.346038584,0.010137058
ZBTB33,0.346151539,0.003560678
ZBTB10,0.346313558,0.007752404
BCCIP,0.346316652,4.15E-05
UCHL3,0.346353787,0.036208093
PRIM2,0.347298674,0.000751008
FEM1C,0.347727345,0.001209667
TMBIM4,0.347738739,0.03755591
TMEM99,0.347918756,0.024017184
SP4,0.348109387,0.015620504
SMIM26,0.348841708,0.013553368
LYPD6,0.349404395,0.031276058
ILDR2,0.349614531,0.029282154
RAB30,0.349697232,0.004437381
AEBP2,0.349742803,0.001705638
LSM6,0.349915294,0.00285571
PPIL4,0.350143133,0.003148519
RPL35A,0.350606922,0.009165574
TRIM4,0.3506691,0.00091211
CCDC50,0.350935448,0.001315862
P4HA2,0.35118086,0.004323296
TOR1AIP1,0.351766247,9.71E-05
KCNN2,0.351848214,0.012540385
AHSA1,0.351952844,0.001743652
CRIPT,0.35236907,0.00960443
LYAR,0.352592606,0.02223474
PPIL6,0.353345102,0.002665926
KLHL23,0.353666884,0.009018459
EZH2,0.354096014,0.032812516
SPDYA,0.354288446,0.031224772
COLGALT1,0.354317436,0.021767047
FBXO30,0.354542443,0.014718075
TCEAL1,0.354545634,0.012015046
PPARG,0.354650666,0.040238895
PCBD1,0.355465569,0.003930638
SEC24A,0.355897295,0.007052525
PAFAH1B3,0.355902037,0.036617446
PDGFC,0.356923825,0.013877451
ZNF24,0.357068209,0.039376832
PRPF4B,0.357194296,0.001557577
MED13L,0.357696645,0.012344996
TRIP4,0.357878474,0.001331396
CCNL1,0.358397665,0.040254744
CREBL2,0.358413882,0.000129797
GGACT,0.358587606,0.014163592
RPS4Y1,0.359088454,0.005744469
ZNF395,0.360006192,0.00113104
STK38L,0.36024572,0.012262051
SUMO2,0.36027309,0.005192571
PRPF18,0.360542205,0.005139589
EGLN1,0.360787642,2.74E-05
RPL9,0.360908346,0.017734949
PDGFRA,0.361061307,0.047907193
NCK1,0.361126808,0.000254777
TRIM8,0.361460554,0.001763358
GINM1,0.361979533,0.001322807
NXT1,0.362094799,0.004005862
LMAN1,0.362649415,0.008982554
PDZD2,0.362675396,0.022933811
MAOA,0.362789093,0.048271028
RB1,0.363151937,0.002383206
HSCB,0.363212211,0.013282713
ATP11B,0.363321546,0.017020661
EMSY,0.363693092,0.015792186
TMEM81,0.363967514,0.03693603
CEBPG,0.364260524,0.0001752
SOAT1,0.364271358,0.00698572
RPS8,0.364332763,0.006684448
SLC2A1,0.36484569,0.03379454
DNAJB6,0.365272619,7.87E-05
CCDC62,0.365937544,0.008500143
PNPT1,0.366155437,0.037404966
NSA2,0.366264092,0.001161402
EBPL,0.367332704,0.023460034
MBIP,0.367363627,0.000465344
ZNF107,0.368223505,0.040020244
WWC2,0.368656169,0.005459972
RPS27L,0.368702789,0.015373893
CCDC71L,0.368879284,0.032051249
ZBTB8B,0.369310778,0.010521248
OTUD4,0.369319464,0.003246988
SKIL,0.369443016,0.006524879
TNPO1,0.369508908,0.006131186
ZFAND6,0.370058118,0.000494883
PTPN12,0.370264006,0.000807963
CEP350,0.370400894,0.009124568
AK4,0.370526102,0.019256076
PUS7L,0.370763498,0.012369444
MIR1915HG,0.370888939,0.011019251
ITGB5,0.371330097,0.048470913
ZNF143,0.371527443,3.98E-06
TEX30,0.371686111,0.013499844
NIPBL,0.371710947,0.000906941
RUNX2,0.372316624,0.022069376
SREK1,0.372891493,0.002591816
SPRY1,0.372891726,0.0269411
ZBTB2,0.373155288,2.57E-05
CHMP1B,0.3733769,0.00275947
LCORL,0.373644165,0.004881985
PPAT,0.373803315,0.000340206
ZNF117,0.374590058,0.026525894
RNF19A,0.374786938,0.006439425
STAG2,0.375631774,0.009752511
CALCOCO2,0.375822699,0.010132192
TWF1,0.375899424,0.00275947
SWAP70,0.376194004,0.01430761
GTF3C6,0.3763364,0.006159413
FMO5,0.376525789,0.023253333
ZFR,0.376592429,7.57E-05
ZNF181,0.377087402,0.00042662
MARCHF7,0.377465183,0.001035845
RPL41,0.377579951,0.009622165
KANSL1L,0.377845081,0.000842615
PCTP,0.37813365,0.002508564
LINC01410,0.378154964,0.03888645
OSTC,0.37862767,0.010036669
MIER1,0.378690398,0.000112495
RAP1B,0.379424768,0.006768115
RORA,0.379473208,0.044108128
ARSK,0.37969073,0.001199573
SYF2,0.379758482,6.23E-05
JAK2,0.379791747,0.006317274
TVP23B,0.379907516,0.004839279
ZNF22,0.380411931,0.004764805
XPO1,0.38134765,0.000759227
SLC35F2,0.381503024,0.006656502
MRPL33,0.381509864,0.015553944
CHD1,0.381545422,0.013282713
MMS22L,0.381906866,0.030864012
TDP2,0.382329752,0.00105165
MAGEE2,0.382387515,0.040131274
ADGRF5,0.382844161,0.044975182
KLF3,0.383481562,0.006839076
DCAF12,0.383499851,7.26E-06
ITGA11,0.383548882,0.016297985
HSPH1,0.383647404,0.041016103
SDHD,0.383815372,0.001619461
RBM17,0.38429785,8.98E-08
H2BC12,0.385030842,0.04195797
TENT4B,0.385034264,0.001830895
WDR76,0.385081028,0.019319609
FCHSD2,0.385129596,0.000406971
TOB1-AS1,0.385538115,0.000953345
IFT74,0.385567202,0.003891766
TLCD4,0.385569137,0.015865494
PCNA,0.38562208,0.000995835
EFNB1,0.385711413,0.038696726
FCHO2,0.385826829,0.010294683
PRPF40A,0.385936355,0.000679368
TLE1,0.386366016,0.000232997
SUCLG2,0.386906716,0.029795082
CFAP44,0.387190428,0.028633975
IRF2BP2,0.387334615,0.006591055
OTULIN,0.387501535,0.000845947
STK38,0.388085731,0.007088941
CDC26,0.388206424,0.000111494
BTF3,0.388237901,7.98E-05
MRPS31,0.38828758,0.000299543
DISP1,0.388628175,0.006154621
LARP7,0.388789418,2.11E-05
AHCTF1,0.389105428,0.000241534
RPS24,0.389117266,0.005212969
DYNLT1,0.389192324,0.015564527
HIGD2A,0.38932337,0.002233477
RPL34,0.389822946,0.018222498
DECR1,0.38993992,0.009118256
BEND7,0.390074752,0.031122419
METTL18,0.391725007,0.001807687
MED21,0.391870666,0.000193861
SPART,0.391972542,0.001883819
SUPT20H,0.392052555,0.000865611
SHLD3,0.392222478,0.027518176
ARFGAP3,0.392304904,3.32E-06
NEBL,0.392448878,0.009201367
EMB,0.39282294,0.048939273
ASNSD1,0.393098276,0.000579611
HAUS1,0.393204263,0.001691289
PXMP2,0.393351869,0.001405472
BAZ2B,0.393564968,0.048049322
CCDC107,0.393596206,0.008573908
RPL23,0.394108393,0.00147072
RPGR,0.394112627,0.015241938
NADK2,0.394264607,0.001405472
ZNF654,0.39485136,0.001680404
SYCP3,0.394985129,0.03558798
KRCC1,0.395566483,0.016063468
GHR,0.395987219,0.029986453
MIA2,0.396742044,0.008950451
PM20D2,0.396785881,0.009830061
PINLYP,0.397038825,0.018003465
USP3,0.397318832,0.00586032
YOD1,0.398186627,0.004769524
AK3,0.398337398,0.000769341
FGD4,0.398485018,0.019253027
ARHGEF6,0.398571097,0.015660509
CEP57L1,0.398718986,0.001282553
BCL2L11,0.399038386,0.015697002
ATAD2,0.399090226,0.002819724
MED13,0.399893564,0.000805749
SMAD4,0.399987291,0.00041137
INPP4B,0.400001281,0.004736937
CTNNAL1,0.400104289,0.007608399
NRP2,0.400764476,0.008393244
HBP1,0.402501882,0.00566084
GTF2E2,0.402510966,4.09E-05
UXT,0.402671061,0.004886436
ITGA6,0.403161039,0.038661458
HIPK3,0.403260245,0.001253754
NUFIP2,0.404067469,0.000189503
MR1,0.404715964,0.048822977
ABHD3,0.405076328,0.01416816
WNT5A,0.40594832,0.005844048
PPP1R3D,0.406257597,0.001807687
CREBRF,0.406767698,4.09E-05
GMDS,0.407259091,0.026196218
GON7,0.40729291,0.001300832
CLEC2D,0.407667579,0.01676536
TIMELESS,0.407672883,0.028239679
PNISR,0.407866168,0.002465544
CAPN7,0.408096473,9.81E-05
ETAA1,0.408360916,0.006819417
GXYLT1,0.408858048,0.000571819
CCNJL,0.409054069,0.015562644
CA3,0.410166244,0.008755335
TPST2,0.410547046,0.004963416
PTBP1,0.410764198,0.005321474
COPS9,0.411062857,0.036464632
CEMIP2,0.411168025,0.007578937
RBMS1,0.411245214,0.005884271
RIPK2,0.412363725,0.000206207
UQCC3,0.412441046,0.008427177
GLT8D2,0.412710684,0.027680029
ING1,0.41390599,6.17E-07
ZHX1,0.414149369,0.000113269
FOXN3,0.414437181,2.24E-06
PPP4R3A,0.414500597,1.18E-05
SMPD2,0.415592094,0.001879435
TSPAN12,0.415959923,0.049462366
TNFSF13B,0.41680363,0.018872323
RIDA,0.416844029,0.0272061
SMAD5,0.417441791,0.009812097
CNOT8,0.417623082,5.87E-07
PUS3,0.417633853,1.05E-06
MOB1A,0.41866701,0.000123928
SLC39A11,0.419353085,0.030039465
BLOC1S5,0.419542595,0.000374741
ZNF420,0.420214919,3.67E-05
RBM7,0.420500282,0.004110191
PDE4D,0.420505387,0.005688347
CHST11,0.421521718,0.004056978
CALCRL,0.422111015,0.022952602
RPF1,0.42469797,3.47E-05
ACTL6A,0.424778049,0.038448896
NABP1,0.425365368,0.013447013
SMARCA1,0.425414537,0.000953564
LACTB,0.425688867,2.86E-06
ZNF511,0.425696788,0.00499867
OTUD1,0.425845582,0.000299543
CUZD1,0.426155579,0.020196851
DUSP19,0.426504914,0.025070856
MITD1,0.427109308,0.00195029
GCNT2,0.428879317,0.041947796
ART3,0.429217254,0.027568444
FERMT2,0.429343769,0.018207542
YBX1,0.429565452,0.00376232
CD59,0.429714722,0.001212655
SESN3,0.429733515,0.001767199
KDM1B,0.42976127,6.54E-05
H2AZ1,0.4302678,0.009056681
LRRN1,0.430688528,0.007956134
SP140L,0.430780016,0.046286867
OGFRL1,0.430819655,0.012686979
ABHD5,0.431233598,0.015378113
PAPOLA,0.431872573,9.24E-06
COL4A4,0.431979488,0.023428294
MCM8,0.432407473,0.037034344
RNASEH2C,0.432581761,0.001682809
PDZRN3,0.433228581,0.019103944
RPL17,0.433557369,4.03E-05
CRY1,0.433792719,0.01105596
UPP2,0.433994919,0.004874253
LYSMD3,0.434279869,0.002113132
CPNE3,0.435071002,0.003410607
PIK3CA,0.436143986,0.012755462
CD2AP,0.436540922,0.004757069
OSGIN2,0.437278434,0.000554917
ANKRD49,0.437666606,1.95E-05
TMEM106C,0.437765423,0.000188225
MOB3C,0.438091658,0.037081544
RBMS2,0.438318891,0.038494682
ZNF32,0.438328548,0.002329088
SP1,0.438385634,0.022600775
DBI,0.438898058,0.011698493
KLHL2,0.439501174,0.002748079
MIER3,0.439527037,0.004981891
SIAH1,0.439751483,0.000686925
ZNF322,0.440662739,0.021028234
DOCK6,0.440722152,0.048682029
BCAR3,0.440857008,0.008575715
TWSG1,0.440897714,0.011080737
NET1,0.441041827,0.021173776
ADGRD1,0.441064375,0.012026038
SLC4A7,0.441150354,0.011793111
TP53INP1,0.441646614,0.043154098
C7orf31,0.442040691,0.036773275
LRCH2,0.442322706,0.000980161
BNIP2,0.442752982,0.000881764
NHLRC2,0.442754433,0.00109872
COMMD6,0.442766174,0.00550805
MDFIC,0.443109196,0.029781499
PKN2,0.443243325,0.000352541
G3BP1,0.443629161,1.06E-05
GIMAP1,0.44387968,0.03294701
CGGBP1,0.444118442,0.000112066
C5orf49,0.444608611,0.045791048
KIAA1958,0.444717154,0.036611076
SDCBP,0.444768298,0.001141217
TNFRSF10B,0.444968401,0.032256182
FGD5,0.445058685,0.027683259
SNTG2,0.445197668,0.044252294
CDKN2B,0.445621488,0.004089441
MTM1,0.445815974,0.002735804
NFE2L2,0.446321703,0.012369444
HSPA1L,0.446504409,0.000399564
CAB39L,0.446749719,4.98E-05
RXRG,0.446969851,0.03306339
SGCD,0.447181305,0.003938758
BAG2,0.447335062,0.000205485
SOWAHA,0.44746746,0.024531606
RFX2,0.447783657,0.047661948
BOC,0.448631273,0.046925582
CARD8,0.449292544,0.015533789
SIRT1,0.449327851,0.000923919
RRAS2,0.449573002,0.000538197
DRAM2,0.449842724,0.001770821
WDSUB1,0.450088693,4.61E-05
EPHB4,0.450094595,0.044052211
GLIPR1,0.450860215,0.020484809
TRIM22,0.451046326,0.041128787
NYNRIN,0.451450486,0.00376232
MAP3K1,0.451579433,0.003298364
SMCO4,0.451609334,0.012559954
ZNF813,0.452476553,0.025878935
XRN1,0.452638354,0.00221057
CCDC151,0.453058981,0.017792868
ARL6IP6,0.453539145,0.0051389
ZNF69,0.454185024,0.008182854
SDHAF2,0.454366352,0.0054758
ZFY,0.454610695,0.001786687
P3H2,0.45478197,0.004738253
ZC3HAV1,0.45723348,0.011140477
MGST2,0.45793895,0.001599769
BMF,0.458266465,0.036801472
GKAP1,0.458583413,0.000522594
NEDD1,0.458666452,0.016231528
EIF3E,0.458706889,4.04E-06
TMEM123,0.458740964,0.037596217
DANCR,0.4588317,6.03E-06
RP2,0.459772642,0.014552585
CMTM3,0.460282192,0.047193438
RNF182,0.461217537,0.035705425
RAB41,0.461478754,0.000380868
DOK1,0.461577783,0.033796676
TEK,0.461629986,0.028774924
NBPF19,0.461963098,0.036072243
SLC19A3,0.462356168,0.015697002
B4GALT4,0.462749538,0.00036741
ARHGEF26,0.462848505,0.034900104
RAMP1,0.463712315,0.027855813
SMIM20,0.46428588,6.86E-05
E2F5,0.464796886,0.000527588
RAP1A,0.464933205,0.000474204
PTH1R,0.464989631,0.038932239
PPARA,0.465756997,0.028919827
GLUL,0.465816619,0.03888645
ITGAV,0.466003903,0.015792545
PURG,0.466163824,0.000450224
SOCS6,0.466568548,0.001877352
GIMAP7,0.466682134,0.041202288
COL21A1,0.46670902,0.040014281
S1PR1,0.466958302,0.045602695
PRELID3B,0.466968803,8.34E-06
RHOJ,0.468167249,0.02763818
PODXL,0.468491456,0.010810273
ZBTB44,0.468582614,4.09E-05
KLRG1,0.468656379,0.011981165
PNRC2,0.469445949,9.61E-09
TUT7,0.470058174,4.25E-07
TMTC1,0.470076838,0.039004049
FES,0.470303847,0.01558369
CAT,0.470366265,0.012015508
CSRNP1,0.471309944,0.013544843
SNAP23,0.471830471,0.003930638
NPC2,0.472591034,0.045901237
PPM1N,0.472883431,0.010266296
ACSS3,0.473188101,0.03870872
SMOX,0.474824017,0.041240465
SYDE2,0.475316329,0.040580537
DOCK11,0.475354021,0.023724978
TEAD1,0.47570299,0.0044614
TAB2,0.476927033,7.84E-05
PRKG1,0.47718259,0.024716197
ATP1B3,0.477382196,0.000371526
ALPL,0.477724381,0.042242991
THAP1,0.478813067,6.62E-05
HSD17B7,0.47890164,0.019275037
REST,0.478953617,0.042197917
GABPA,0.479108887,0.002636713
NEDD9,0.479583965,0.010857236
MCL1,0.479792469,0.00986767
ESAM,0.480151237,0.016645418
MXI1,0.480269074,0.000210918
BACE2,0.480394299,0.032543375
HMGN3,0.480404835,0.000305614
SAT1,0.481164937,0.002808837
SERPINB1,0.481239401,0.048180449
ROCK1,0.481319313,0.002520924
LAMA3,0.481370436,0.016128682
TMED5,0.48168902,0.000387902
ZC3H12C,0.481813802,0.001645849
CCDC121,0.482202967,0.005318517
DIAPH2,0.482300722,0.011860263
MIS18BP1,0.482352741,0.003256358
MKNK2,0.482496056,0.025509755
ZNNT1,0.482765933,0.005451167
PDLIM5,0.482865718,0.021801463
ADPRH,0.483143466,0.046613052
