gene,lfc,q
TLE3,0.456672553,5.34E-05
ANKRD23,0.456768656,1.71E-02
PPP2R1B,0.45691056,0.001095763
RCE1,0.457440849,0.000119852
P2RY11,0.457597398,5.23E-05
CHST11,0.457611209,0.000513308
HSP90AA1,0.458124039,0.006647723
MAD2L2,0.458203113,3.59E-05
CD53,0.458478416,0.008163069
ENG,0.458868863,0.021955512
SH3BP4,0.458994695,0.03946686
CSK,0.459170705,2.18E-05
SCARF1,0.459223444,9.95E-05
NR1H3,0.459230153,5.10E-06
EVA1C,0.459467584,0.001726691
GTPBP6,0.459562202,0.000586063
SMARCC1,0.459729063,0.002113741
MUTYH,0.459743893,0.009198422
MYD88,0.460047179,0.030836277
PPP1R3D,0.460837023,5.28E-05
PFKFB4,0.461040834,9.92E-04
ZNF433-AS1,0.461347644,0.001248479
TFAP4,0.46140731,0.000588928
TYK2,0.461467748,0.000118375
POLDIP3,0.461478144,1.09E-05
S1PR1,0.461515559,0.01328403
H2AX,0.461604431,0.000604339
FLCN,0.461708832,0.000324563
APOE,0.461713408,0.011029638
ZNF577,0.461903376,0.005917944
GNB3,0.46212544,0.029374221
PLCG2,0.462224514,0.034198065
ARMC3,0.462397136,0.011347767
GLIS3,0.462454666,0.014919404
IER2,0.462469335,0.00012984
IZUMO1,0.462474467,0.035270832
CHSY1,0.462581123,0.001031226
EGFR,0.462813199,0.010529976
OAF,0.462856929,0.019009194
TCEA3,0.462923547,0.00055082
RGL2,0.463951659,5.27E-06
ACSS3,0.463961695,0.011029638
IRF2BP2,0.464019418,0.000597069
TRIM21,0.464310577,0.011515643
ATG16L2,0.464357697,0.00015787
ZCCHC24,0.464390068,1.64E-02
LTBP3,0.464530528,0.000661751
NME3,0.464706042,0.000400598
RNASEH2C,0.464734925,3.59E-05
TPT1,0.464779645,0.00044161
ARHGEF10,0.46509411,0.00533428
WLS,0.465235626,0.006389961
TMEM255B,0.465254336,0.003249383
C1orf35,0.465334171,2.61E-05
LINC02615,0.465379066,0.029979832
FOXO1,0.465407527,0.008335188
TRIM38,0.465421353,0.033106675
FGF2,0.465511431,0.03451002
DNAJB4,0.46578572,0.011693987
CDH20,0.465902907,0.002635424
TMEM54,0.466084898,0.000503071
CDC42EP4,0.466134681,0.002641957
COL16A1,0.466508858,0.022440067
ELF1,0.466665543,0.008141443
ATF4,0.466672192,8.76E-05
SAMHD1,0.466897206,0.000170844
FCHO1,0.467200956,0.029222995
DOT1L,0.467240695,0.006708344
NT5DC2,0.467325577,0.001610784
CSPG4,0.467843644,0.004251641
ADAM8,0.467907171,0.00168675
GAS2L1,0.467990697,0.000176495
CRTC2,0.468533519,0.000838143
CYYR1,0.468924316,0.018452058
ZCCHC8,0.469212074,2.90E-05
HSF1,0.469237974,2.32E-05
PRR5,0.469334058,0.001771106
DIAPH3,0.4701382,2.85E-02
GRAMD1C,0.470723112,0.023817832
SLC9A3R2,0.470768814,0.000514322
KRTAP5-8,0.470971827,0.030219079
TCAF2,0.471220809,0.016144112
KIAA1958,0.472111244,0.003039265
ID1,0.472125386,0.033959005
FLVCR2,0.472737866,0.022033591
HRAT92,0.472929316,0.009751656
TMEM262,0.472990287,0.013467553
DPEP2,0.473259701,0.023814869
SAT1,0.47335696,0.001588527
TMUB1,0.473449695,0.000301214
EEF1AKMT3,0.473583504,0.000979255
SH3BP2,0.473618024,0.010623869
UAP1L1,0.473657501,0.010954098
DDIT3,0.473794032,9.86E-05
RDH5,0.473842398,0.036572381
CAPN15,0.473956909,0.001714485
PODXL,0.47447928,0.005021053
CGN,0.474557204,0.049928479
ADIRF-AS1,0.474584324,0.023739153
ZNF579,0.474872245,0.001450565
JADE3,0.475314375,0.030537455
RPS15,0.475350621,5.88E-04
SMG9,0.475441405,0.000112621
CALHM6,0.475875488,0.003844312
C8orf58,0.476056529,1.30E-03
BAX,0.476268545,0.000158974
LEF1,0.47629474,0.007840601
SNTA1,0.476411193,0.002312143
CLDN10,0.476682207,0.018644905
MYO1C,0.477015693,0.004833108
AKNAD1,0.477526548,0.031326667
IL17RA,0.477630954,0.001866489
CASKIN2,0.478016944,0.000897627
RBM6,0.47807004,0.000134373
MIIP,0.478334233,0.000160885
GNG5,0.478568861,0.006597937
HSF4,0.478792518,0.000827733
KLHL21,0.479273838,7.01E-05
MBD3,0.479631863,9.45E-05
YBX1,0.480027426,0.000661862
ALDH1L1,0.480753757,0.049729151
PRR14,0.480871275,0.000212192
GRAMD2B,0.48088029,0.005943454
POU5F1,0.480929018,0.033175215
AGAP2-AS1,0.481182464,0.012296405
BTG1,0.48134072,0.000730672
SWAP70,0.48225601,0.000164867
CNKSR3,0.482467774,0.044946162
ELMO3,0.482539915,0.006557314
RFX1,0.482718622,7.72E-05
GPR108,0.482754994,0.000167832
FXYD1,0.482921902,0.003865325
AIFM3,0.48302138,0.001773498
AGFG2,0.483374356,3.89E-05
ROBO3,0.483443296,0.002134971
TRIP6,0.483648542,0.003836991
ZNF395,0.483959531,6.11E-06
IRF3,0.483967377,1.81E-06
LOC100507551,0.484029279,0.003093306
FAM50A,0.484141879,0.000405993
ORC1,0.484898319,0.035421526
SRPK3,0.485077822,0.033635061
KAT2A,0.485377905,0.000161926
LRP5L,0.485492511,0.018477531
NAA10,0.485651864,2.61E-05
CACFD1,0.485793436,1.63E-04
AXIN1,0.485836494,6.07E-05
MSN,0.486447391,0.017486617
SH3PXD2B,0.486459796,0.016095507
ANKRD9,0.486858549,0.003183201
NFE2L2,0.486972852,0.001437985
ACTL6A,0.487084673,0.00422801
SLC50A1,0.487304035,6.96E-06
TRIOBP,0.487362844,0.001535568
DOCK1,0.487396043,0.008328377
BIRC3,0.487490353,0.018121196
BCAN,0.487574257,0.000423354
ATP13A1,0.487581191,0.000145558
DISP1,0.487589888,4.98E-05
ZRSR2,0.487704597,0.000199985
SPAG5,0.487717921,0.000193428
PIM3,0.487799132,0.000394003
LOXL1,0.488352022,0.022436703
WSCD1,0.48858543,0.00464388
LGALS3BP,0.488708491,0.042198543
GJC1,0.4888506,0.001808645
ND3,0.488874975,0.015505904
PIF1,0.488876826,0.019989776
SNAP23,0.489286393,0.000182283
PDIA4,0.489423007,0.001248179
TRIM16,0.489427562,1.71E-04
MAN2B1,0.48946402,0.003971146
NOTCH2,0.48967229,1.21E-02
C1QTNF6,0.489928112,0.020722338
USP21,0.490332293,8.41E-06
VEGFB,0.490872349,0.000125768
CCDC120,0.491533632,0.002111614
FOSL2,0.491567995,0.023596817
C8G,0.491668797,0.00717541
RECQL4,0.49197183,0.000196083
TNNT1,0.492155379,0.028006592
ZNF581,0.49249621,2.59E-06
PRODH,0.492628964,0.017937791
SCARF2,0.492636756,0.000139598
AHSA2P,0.493066891,0.007300434
SALL1,0.493091587,0.018634922
CEBPA,0.493633959,0.000269873
RGS3,0.494465493,0.00119802
ROBO4,0.494618537,4.21E-03
CHMP4A,0.494632415,2.04E-05
NHSL1,0.494713691,0.005209218
IRF9,0.494959979,0.001380942
AIRE,0.494961307,0.03064734
CDK10,0.495010135,3.22E-05
CLDND2,0.495070688,0.003292205
CDK3,0.495145094,0.015321992
EGFL7,0.495382637,2.75E-03
F11R,0.495512508,0.005456587
MANF,0.495592435,0.00011378
MAP3K8,0.495975684,1.78E-02
RARG,0.496159935,0.000200721
TRAF3IP2,0.496209979,0.006756574
MORC4,0.496378319,0.002682002
ADAM28,0.496518322,0.043870824
LINC01023,0.496593983,0.002346574
ZHX2,0.496824939,0.009631607
LHX2,0.497120154,0.024033918
MECOM,0.497230071,0.021873911
RPLP2,0.497271432,7.17E-04
ZNF69,0.497384995,0.000680793
CCHCR1,0.497570853,3.65E-06
OLFML2B,0.49782516,0.045814173
SLC25A18,0.498103937,0.004589593
ARHGAP4,0.49814713,0.007613512
KIF5B,0.498303683,0.001563119
ABHD3,0.498755001,0.000993458
PCARE,0.499210471,0.015669199
PNPLA6,0.499449109,3.82E-05
OSCAR,0.499527918,0.004498364
MTA2,0.499771984,0.000123952
SPSB1,0.500077697,0.031326667
CTSH,0.500122683,0.0045874
CABP4,0.500256118,0.017379015
PKN1,0.500355764,8.29E-05
PAK4,0.500589902,4.98E-05
RGS10,0.500810985,0.02749265
TCN2,0.500931786,0.009086936
CROCC,0.500979116,0.000665372
CXXC1,0.501293012,0.000134479
ABCB6,0.501643223,6.41E-06
SZRD1,0.501803479,7.03E-05
RALGDS,0.502406308,0.00464388
EML3,0.502627536,0.007545523
CA2,0.502634335,0.025575937
CCDC159,0.503016588,0.003445843
CD52,0.503529521,0.043408725
TMEM81,0.503577426,3.47E-05
LAMC3,0.503687938,0.001936769
SIRT4,0.503967504,0.000184568
CEACAM19,0.504118437,0.000915771
TSPAN4,0.504207766,1.39E-03
EEF1D,0.504421584,7.16E-05
CPA4,0.50442463,0.046009409
NBPF14,0.504524324,0.000759348
PPP1R3C,0.504943474,0.013167467
RPLP1,0.505620718,0.000201973
VAT1,0.505683728,6.76E-05
ABHD15,0.505728227,0.000444245
SLC45A2,0.505745397,0.015806789
CASC3,0.505904758,0.00011785
PPARA,0.505950442,0.000958495
ARHGEF40,0.506026579,0.000914609
PLEC,0.506187341,1.37E-03
TNS1,0.50623007,0.025474871
FAM166A,0.506232908,0.029732535
ZNF524,0.506271632,0.000620449
DANCR,0.506675289,4.00E-07
GYS2,0.50699772,0.017812133
GIMAP6,0.507211838,0.002395419
TIE1,0.507604946,0.004047084
ODF3L2,0.507772266,0.009688438
ALPK1,0.50779785,0.018722574
SFTPC,0.508169085,0.019076327
C2,0.508642854,0.015152713
LINC00638,0.508782646,0.047155804
PTGS1,0.508784359,0.022311152
TPRN,0.508786201,0.047268124
ABCD4,0.509056276,7.79E-05
MGAT1,0.509234642,1.10E-07
ZP1,0.509246077,0.038369377
FAM174C,0.509459551,0.000436495
TRAF2,0.509463913,5.99E-05
SSC5D,0.509782861,0.008906029
SLC6A4,0.510192081,0.001659672
PARP9,0.510338979,0.012236298
RRAS,0.510806364,0.008546642
ATG4B,0.511045724,1.26E-06
GSTM2,0.511133191,0.000151914
CAPN2,0.51133063,8.85E-06
DNA2,0.511391746,0.00160019
ZNF423,0.512495636,0.003954472
HAP1,0.512654178,0.030498818
ADAT3,0.512744329,3.04E-02
CRISPLD2,0.512790155,0.032599748
SH2B2,0.512920274,0.00386421
MYBPC1,0.513788821,0.00658338
XKR8,0.514042005,0.000385459
TEX14,0.514090994,0.030916316
ACSF2,0.514168444,0.001810874
DDB2,0.514841385,0.000441621
DRAM1,0.514848574,0.000523585
AHSA1,0.515016022,5.22E-05
PGPEP1,0.515193881,3.71E-05
GSDMB,0.515583886,0.000672433
EMILIN1,0.515822607,0.008433698
PARP10,0.516011934,0.000441393
COPZ2,0.516056698,0.004206317
RPS21,0.516631403,5.35E-05
NR2E1,0.516764658,0.016760256
MYL12A,0.516792589,0.003032798
CBFB,0.516834518,3.79E-03
GLIS1,0.517101204,0.003812194
ELK1,0.517233029,0.007189576
GAL3ST4,0.517270283,0.001304783
DCXR,0.517324866,7.84E-05
SERPINB6,0.517544326,0.000598598
LINC00299,0.517607723,0.012364895
LRRIQ1,0.517849183,0.008098362
GNA12,0.518267344,0.000727757
PAXX,0.518342923,0.00027348
ADGRD1,0.518509089,0.004509531
DNAJB2,0.518554606,0.003245878
HSPE1,0.518614153,0.001156975
HES1,0.519266161,0.017477001
NCKAP5L,0.519297134,0.000699331
PROC,0.520294714,0.001240891
SLC43A1,0.520368319,7.17E-04
NYNRIN,0.520781524,0.000251508
ANXA3,0.520881736,0.011693987
PLK1,0.520913965,0.001557813
WDR6,0.521021134,3.84E-06
IL16,0.521360212,3.57E-03
SGK1,0.521489778,0.038072939
ZNF511,0.521706293,1.39E-05
DSE,0.521826285,0.00130165
ANAPC16,0.52189831,3.35E-06
LOXL2,0.521922403,0.005386148
PNPLA2,0.522016218,2.09E-05
PICK1,0.522411853,0.000168207
DUSP23,0.523041694,9.96E-05
FAM43A,0.523831483,7.48E-05
ZIC3,0.524013993,0.001808301
PLCB2,0.524153837,0.004079779
PSTPIP2,0.52440719,2.15E-02
C1S,0.52443109,0.033366022
CTDSP2,0.524467276,4.56E-05
ZNF787,0.525024953,2.13E-05
TGFB2,0.525258126,0.007528678
CLDN6,0.525281656,0.042131831
ITGA7,0.525540232,0.000826467
SLC16A9,0.525614469,0.031081129
LINC01273,0.525690563,1.75E-03
PHF21A,0.525709738,2.30E-06
CCDC40,0.526943616,0.001418672
BRICD5,0.527101568,0.001252406
FAM186A,0.527109346,0.016700081
ADGRG1,0.527194804,0.003072867
HYAL1,0.527383807,0.001489052
PSMB8,0.527527297,0.004205647
OTX1,0.52756161,0.008558002
SYNGR2,0.527585279,0.028917355
SESN2,0.527848989,4.59E-05
SLC25A39,0.527885223,3.71E-05
TTC7A,0.528036852,0.001861877
THOC6,0.528137135,5.70E-05
SHB,0.528238512,0.018498329
RXRA,0.52854308,0.000100399
CUZD1,0.52878426,0.000185536
ZNF205,0.529064362,1.39E-05
ADORA2B,0.529168206,0.011560007
SLC47A1,0.529247559,0.044761685
MRPL38,0.529318324,3.46E-05
AEN,0.529383843,1.31E-04
CYSLTR2,0.529483338,0.014815649
GIMAP8,0.529648258,0.003749555
SLC2A4RG,0.529919759,1.71E-04
ACADVL,0.530205882,3.84E-06
RGS16,0.530268639,0.033175215
LEPR,0.530395549,0.033316823
ADAMTS7,0.530402196,0.023047196
TCF7,0.5307383,0.001800671
LMNA,0.530815743,0.008315648
RPS28,0.530999664,0.00041837
RDH10,0.531005167,1.48E-02
FOXO6,0.531033672,0.008485749
RPS16,0.531066005,0.000149201
ARHGAP15,0.531458112,0.010771206
HOMER3,0.531693329,0.016924338
TMEM106A,0.53170398,0.035533148
LPAR2,0.531900903,0.000170844
KPTN,0.532058111,3.81E-04
CCER2,0.532329076,0.001455842
GNG11,0.532657237,0.010958644
CASP10,0.532827339,0.000887998
HEXD,0.534138744,0.000905899
DERL3,0.534888895,0.002830254
UCN,0.534928248,0.003775536
ABCA7,0.535102417,0.002191417
MYO7A,0.535236959,0.000740626
TK1,0.535514836,0.02702994
BLNK,0.535556977,0.025951376
FANCE,0.535604794,0.000174157
ZC3HAV1,0.535652289,0.001429853
CSRNP1,0.536332919,0.001437985
UBTD1,0.536434757,1.28E-06
TCF3,0.536714723,1.17E-05
GSN,0.536990763,0.020776165
PDLIM7,0.537004764,0.006469099
TRIM22,0.537237676,0.004382064
LINC01700,0.537428963,0.029452891
HLA-E,0.537906669,0.002935424
TRABD,0.538099012,6.16E-06
NOTCH3,0.538373545,0.035179175
C1orf162,0.538373563,0.005075097
CCNJL,0.538810543,4.48E-05
IKBKE,0.539210449,0.010494296
CENPB,0.539439491,0.006894032
CDH5,0.539470594,0.007938405
LINC01315,0.539591412,0.000627061
LSS,0.539650021,0.007843149
TRIM56,0.539787012,4.03E-02
IFI16,0.539832795,0.009499048
FAM89A,0.53988775,0.00173865
SERF2,0.539908759,4.25E-05
DBI,0.540595786,0.000179547
LHFPL2,0.540623349,3.86E-04
ARHGEF16,0.540658421,0.002985719
ZNF217,0.540794695,3.87E-03
MCL1,0.540906194,0.000732706
ZAP70,0.54102249,0.004053365
AXL,0.541614667,0.001591363
SPINT1,0.541654883,1.02E-02
CPM,0.541713085,0.038216452
SLC44A3,0.541746827,0.026682393
RPS19,0.541812982,0.000152043
SP140L,0.542061593,0.003042853
BOC,0.542153025,0.000772656
PLSCR1,0.542278238,3.18E-02
CTRC,0.542449779,0.039398294
TRAM2,0.54271832,0.000101578
DEDD2,0.542793714,4.65E-05
CYBRD1,0.542829852,0.005274862
ARHGAP9,0.542835868,0.001050701
ZNF703,0.54311626,8.07E-05
TMCO4,0.543140229,1.34E-03
IL13RA1,0.543509033,0.007637293
ARHGAP42,0.543533194,0.006654755
NANOS1,0.543706163,0.000618667
GIMAP1,0.543871626,0.000429767
SRPX,0.544289472,0.042233348
SEMA4B,0.544381974,0.000505773
ENO3,0.54491514,0.003551116
QDPR,0.545253039,0.017443372
BCL2L12,0.545430681,0.004254951
GAB3,0.545579778,0.001800761
BANP,0.545695194,3.49E-07
PPIC,0.545813446,2.11E-03
ERBB2,0.545940448,0.00647467
WEE1,0.54656698,0.03316219
RFNG,0.546779362,7.10E-07
DMPK,0.546781647,2.21E-05
HAUS8,0.547118589,6.22E-06
ABCD1,0.547200916,0.000192139
IGSF6,0.547689322,0.017614758
NINJ1,0.547776782,1.84E-05
RPS6KA1,0.547934043,0.015815887
ADRA2C,0.548153184,0.000687767
AOC2,0.548231265,7.92E-04
KCNJ5,0.548456117,0.008713573
TCEAL9,0.548988863,0.000238218
C14orf93,0.549316706,0.000607058
TAS1R3,0.549333068,0.002757643
FAM53B,0.549336759,0.010030994
STAC3,0.549393291,0.000746946
PIAS4,0.549608622,0.000142511
C5AR2,0.550407352,1.67E-02
ZNF813,0.550974558,0.002467113
BCAR3,0.552005155,0.000308194
TG,0.552056278,0.007714934
HAUS7,0.552160728,0.000122907
FLI1,0.552397088,0.003027364
IGFBP5,0.552582733,0.015133179
FCHSD1,0.552628296,0.000418772
HOOK2,0.552865496,2.77E-05
DDX39A,0.55313581,0.000181062
C16orf89,0.553321666,0.00130584
HDAC7,0.553496294,1.81E-05
ALDH16A1,0.553829404,0.002965258
SOX13,0.554012595,0.000482938
ITPKC,0.554263302,0.00069906
SOX2,0.554441508,6.66E-04
PLEKHB1,0.554887152,0.009269655
XRCC3,0.554916787,0.000236505
TFEC,0.555494609,0.040050024
WWTR1,0.555743831,0.008196709
KBTBD11-OT1,0.555745021,0.00079973
WASF2,0.55644116,3.97E-03
SOX12,0.556448141,9.02E-06
SH3BGR,0.556836045,0.000843896
MSI1,0.556890227,0.000188245
IFI27L2,0.55694231,4.78E-05
YAP1,0.557134705,8.13E-03
RFX4,0.557239828,1.19E-02
LOC105369748,0.558071454,0.004973213
ARHGAP31,0.558553663,0.00195373
CSRP1,0.558710408,0.004189965
BATF2,0.558852354,0.012927609
SLAMF8,0.559042492,0.029912617
METTL7A,0.5592373,0.001128489
CERS4,0.55982299,0.001078773
VMO1,0.559918282,0.00014614
H2BC21,0.560514581,0.035663145
STK10,0.560595482,0.000108516
ART3,0.560712071,0.003043859
GIMAP4,0.560743315,0.00159781
TOB2,0.561201932,2.03E-03
MYL3,0.561333857,0.005329839
DNAH11,0.561523304,0.018733169
TNNC1,0.561550973,0.04814757
RNF152,0.562083734,0.001136517
MRAS,0.562447212,4.07E-05
DIO3OS,0.562538388,9.20E-03
STOM,0.56287221,0.004821954
RGS19,0.562887032,4.50E-05
PAN2,0.562968849,0.001297261
FTL,0.56314718,0.00092325
INSL3,0.563742756,0.047717843
RAMP2-AS1,0.563967188,0.005487436
FGFR4,0.564196322,0.009820142
SAMD4A,0.564200105,0.000157078
HSPD1,0.564277794,0.000270975
UBALD2,0.564872179,2.20E-05
GLIS2,0.565080698,0.000676901
TRIM8,0.565283158,1.71E-08
SUN2,0.566842587,1.92E-02
PLEKHH3,0.566924137,1.38E-05
RAB32,0.566957436,9.29E-05
SDF2L1,0.567066041,0.000453552
CILP,0.567640685,0.007858406
STK38,0.567752009,1.28E-06
MICA,0.567908907,0.000517022
TMEM150A,0.568150182,8.01E-06
CALML4,0.568487951,0.000987373
SMCO4,0.568583401,4.59E-05
PALM3,0.568736117,0.00151761
GRAP,0.568904229,0.00772861
EPHB4,0.569186302,0.001546701
S100A6,0.569239083,6.68E-05
SRGAP1,0.5692728,0.000404742
NHLH1,0.56934837,0.000920459
BAZ1A,0.569624294,0.003836991
GRTP1,0.569735808,0.00085147
RENBP,0.570111573,0.001565895
CD68,0.57070006,0.030004557
PYGM,0.57142282,3.23E-03
NOP2,0.571846229,4.56E-06
BIN2,0.571884597,8.81E-03
PALLD,0.572452918,0.006231357
PPP1R15A,0.57311941,0.002817187
CDC14A,0.573157172,0.005153362
RNPEPL1,0.573569725,0.00013817
SHROOM1,0.573751717,0.01728703
DHRS4L2,0.573912026,3.11E-05
SELENBP1,0.573957456,7.04E-04
PLCG1,0.574562749,4.12E-05
CNTFR,0.574840594,0.00222999
PNRC1,0.576042107,2.90E-07
TMEM216,0.576164065,1.43E-05
FOXM1,0.576540683,0.000552766
RGS9BP,0.577041565,1.15E-03
FEM1A,0.577115558,0.000512577
PHETA1,0.577183038,2.64E-07
ERAS,0.577238623,0.002846903
PLEKHA7,0.577448415,0.002374272
GMFG,0.577880052,0.000102308
RBM38,0.578018657,1.33E-05
MICALL2,0.578240993,0.000102901
PYGL,0.578245292,0.010537405
DHX34,0.578493602,7.79E-05
BTN3A2,0.578879474,0.002056559
ANKRD40,0.579000624,0.003283659
CCDC154,0.579061865,0.006190036
ARHGAP30,0.579520568,0.015152713
MKLN1-AS,0.579544234,3.44E-06
EHMT1,0.579626768,1.16E-05
ASB9,0.580987007,0.032173528
LINC00334,0.581716262,0.011173419
TWIST1,0.581780406,0.024015543
HDAC1,0.582071092,0.000238218
TP53I3,0.58261019,0.000247631
PLCD1,0.582820343,8.91E-04
TLN1,0.582952946,0.003262275
PPFIBP2,0.583104501,1.31E-02
ABHD4,0.583144939,0.001484082
FANCC,0.583523217,0.004977002
VEGFA,0.58361611,0.011588931
PIM1,0.583885744,0.001750741
SLA2,0.584217393,0.010415884
LINC02287,0.584501357,0.018816871
PLEK,0.58514482,0.007897655
GRN,0.58517595,1.85E-06
PROB1,0.585328385,0.000498309
SLFN11,0.585351599,0.000941281
ZNF467,0.585419277,6.18E-05
DOK3,0.585633894,6.91E-04
GDPD2,0.586758967,0.006083677
ATP6V0E1,0.587089593,0.00022835
HLA-B,0.587187581,0.001248179
CALML6,0.587666575,0.005105669
FXYD2,0.587869281,0.00610657
KCNK6,0.588552549,0.000336083
MYOF,0.588567882,0.028539192
HIPK2,0.588572829,0.029546893
GNGT2,0.588812435,0.004746713
SYNE4,0.588976037,0.000958844
SOX9,0.589036754,0.004683314
PIEZO1,0.589213578,0.001486825
EHD2,0.589531543,0.000901954
PLP2,0.5900142,0.039391428
FBXO2,0.590322317,4.74E-06
NES,0.590404408,0.000249692
ENTPD2,0.590488249,0.009826653
JUP,0.590562091,0.013946908
CD34,0.590577379,0.004919301
MAP4K4,0.590961699,2.15E-02
LLGL2,0.591344231,1.90E-02
NEDD4,0.591434428,0.000607058
MSLN,0.591621095,0.04897645
SASH1,0.591845172,4.59E-05
NOTCH1,0.59188507,0.002055564
CMKLR1,0.592121146,0.02605084
HEY2,0.592137656,0.007843149
F10,0.592523515,0.001380942
ADCY4,0.592597794,0.001310336
EMP2,0.592676699,0.002949479
RANBP3L,0.592825142,0.016198863
MUC4,0.592849601,0.014748043
FAM177B,0.593112448,0.028510403
ECE1,0.594061796,9.47E-05
MIRLET7BHG,0.59413721,0.0077013
PTOV1,0.594532474,3.62E-06
KCTD11,0.594912379,0.002000763
GJA1,0.594929796,0.008250505
TMPRSS5,0.594966311,0.045832007
CRACR2B,0.595548427,8.93E-05
ADAMTSL3,0.595838878,0.019107375
PRDM16,0.596210808,0.001776895
ADA,0.596273847,0.032073582
PROCA1,0.596373344,4.76E-05
STAT5A,0.597249546,0.003602188
KMT5C,0.597995913,0.003795638
PER1,0.598988769,0.000332518
LDLR,0.599707875,0.006671296
TAZ,0.599778354,0.000106494
GBP3,0.600039686,0.038161786
ZNF692,0.600212808,8.04E-05
WNK4,0.600712014,0.005942213
SDR42E2,0.601095592,0.013907915
SMIM3,0.601269286,0.000470642
KANK3,0.601504441,0.001305489
LINC02076,0.602085744,0.02074369
CTU1,0.602097657,9.07E-04
FSTL3,0.602352372,4.83E-05
CSF2RA,0.602446024,0.012445269
ARHGAP17,0.602848896,0.00136173
RARRES2,0.603253637,0.000636987
SRP14-AS1,0.603354067,0.008747041
VASN,0.603546221,0.001908666
PPP1R14B,0.603676354,0.000144394
SLCO2B1,0.603811019,6.28E-04
PRRG2,0.604148384,0.00980747
CASTOR1,0.604367894,0.001020302
MGARP,0.604396166,0.001819646
EFEMP2,0.604439371,1.39E-05
OSBPL7,0.604629882,2.69E-05
TLCD2,0.604751905,0.012703488
ARHGDIB,0.604916015,0.000653523
HSD17B3,0.604947312,4.25E-02
RHOJ,0.605028574,0.000556797
MOV10,0.605162265,4.28E-05
SGF29,0.605196433,9.77E-05
MOB3A,0.605315734,3.37E-06
ADIPOR2,0.60591586,0.00722052
IRAK2,0.605940522,0.000194722
TMIGD2,0.60605709,0.003520072
TIMELESS,0.606371095,0.000220663
DLL1,0.606858898,0.003989604
LAMA5,0.606903819,9.99E-03
SCRIB,0.607116196,2.90E-05
CCDC160,0.607268398,0.000322548
TMEM102,0.60746223,0.011544885
LRRC1,0.607605203,0.011798795
CCRL2,0.607678556,0.00878576
QRICH2,0.607739672,3.63E-04
SIGIRR,0.607814293,0.000409587
EFNB1,0.60805413,2.76E-05
TP53I13,0.608439841,8.93E-05
SPINDOC,0.609889209,2.35E-06
CHST14,0.610858852,0.000251358
CHDH,0.611135468,0.00037393
HMBOX1,0.61124181,4.94E-06
TGFBR2,0.611557418,0.00370365
PPP2R3B,0.61165093,0.000231781
MAP3K19,0.611810594,3.47E-02
PTTG1IP,0.61185161,0.000147903
TNFAIP8,0.611922331,0.032017501
SLC37A2,0.611964789,3.00E-03
WFIKKN1,0.612620695,0.012285612
SLC2A4,0.612711938,0.010224486
VWA3B,0.61281794,0.00498684
TEPSIN,0.613294493,4.30E-06
GIMAP2,0.613344618,0.001129617
MPZ,0.613364982,2.25E-06
TNFRSF4,0.613966906,0.004590817
STON2,0.614217574,0.00366165
CD40,0.614219566,0.000596863
HELZ2,0.614327953,0.00602491
MAP2K3,0.614711478,2.20E-06
SAFB2,0.615014935,3.62E-07
MACROD1,0.615812831,1.97E-06
LCAT,0.616029424,0.003780617
C8orf88,0.616133901,0.00752451
IZUMO4,0.617076096,4.95E-04
TAP1,0.617312924,0.000284075
LRMDA,0.617369206,0.001542444
OR13J1,0.61789474,1.62E-02
APLN,0.617932959,0.003123552
UCP3,0.618193109,0.000450712
GPRC5C,0.618314357,0.00062337
CCDC17,0.618436459,4.98E-02
NBEAL2,0.618764154,0.000198242
NCF2,0.618980996,4.93E-02
ZBTB42,0.619183045,0.002476198
NMUR2,0.619231848,0.047809487
CLU,0.619297058,1.20E-05
ADGRL4,0.620201783,0.004178018
PIK3AP1,0.620520596,0.032662067
SERPING1,0.620527249,0.010054851
SPAAR,0.620570718,0.008546642
SLC2A9,0.621002553,0.005538044
EPCAM-DT,0.621132659,0.034549585
SP100,0.621159427,2.26E-03
HAVCR2,0.621219174,0.00300197
SORBS3,0.621614689,9.86E-05
PDK4,0.62218796,0.033937678
CAPG,0.622450678,1.59E-03
TRAF3IP3,0.622604254,0.001534182
FLT1,0.622630821,0.005772077
B4GALNT4,0.622670164,1.04E-06
PLPP4,0.623008189,0.006498073
PYROXD2,0.623053173,0.000811095
GADD45G,0.623053498,0.00994984
PDE6A,0.623513174,0.036432676
MAP4K1,0.623698652,0.000177131
PLEKHO2,0.624923934,0.000194113
KIAA0930,0.624943217,0.000659597
KRI1,0.625034712,3.14E-05
PLXNB1,0.62505035,0.004967621
TLDC2,0.626273792,0.001285576
SPOUT1,0.626583461,2.75E-06
EDA,0.626682801,5.21E-04
MCRIP2,0.626721339,1.22E-05
GAS2L3,0.626852268,0.001082673
CARD11,0.627344533,0.003248935
TBX1,0.627703178,3.28E-02
PMEL,0.627827796,0.042659361
ACKR3,0.627856762,0.006175106
ZBTB7B,0.62801123,0.000195456
EFNA2,0.62827438,0.003060808
AUP1,0.628450171,3.16E-06
UNC93B1,0.628518187,6.62E-05
NFKBIZ,0.628618359,0.003194931
PPM1N,0.628953122,1.44E-05
C1QTNF12,0.629264226,0.000491853
GPR65,0.629727153,0.046061087
WHRN,0.630117042,0.048545512
PRB2,0.630536462,7.39E-03
